id,domain_code,domain,name,definition,source_basis,registry_status,maturity,source_keys,notes
AXM-19-AI-ML-AGENTS-A-023-loss-value,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,loss value,"Smallest independently addressable loss value unit in ai machine learning agents knowledge and retrieval, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,
AXM-19-AI-ML-AGENTS-A-024-metric-value,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,metric value,"Smallest independently addressable metric value unit in ai machine learning agents knowledge and retrieval, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,
AXM-19-AI-ML-AGENTS-A-025-checkpoint-step,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,checkpoint step,"Smallest independently addressable checkpoint step unit in ai machine learning agents knowledge and retrieval, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,
AXM-19-AI-ML-AGENTS-A-026-prompt-role,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,prompt role,"Smallest independently addressable prompt role unit in ai machine learning agents knowledge and retrieval, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,
AXM-19-AI-ML-AGENTS-A-027-prompt-message,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,prompt message,"Smallest independently addressable prompt message unit in ai machine learning agents knowledge and retrieval, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,
AXM-19-AI-ML-AGENTS-A-028-tool-argument-field,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,tool-argument field,"Smallest independently addressable tool-argument field unit in ai machine learning agents knowledge and retrieval, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,
AXM-19-AI-ML-AGENTS-A-029-tool-result-field,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,tool-result field,"Smallest independently addressable tool-result field unit in ai machine learning agents knowledge and retrieval, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,
AXM-19-AI-ML-AGENTS-A-030-resource-uri,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,resource URI,"Smallest independently addressable resource URI unit in ai machine learning agents knowledge and retrieval, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,
AXM-19-AI-ML-AGENTS-A-031-memory-record-field,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,memory-record field,"Smallest independently addressable memory-record field unit in ai machine learning agents knowledge and retrieval, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,
AXM-19-AI-ML-AGENTS-A-032-retrieval-score,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,retrieval score,"Smallest independently addressable retrieval score unit in ai machine learning agents knowledge and retrieval, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,
AXM-19-AI-ML-AGENTS-A-033-citation-reference,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,citation reference,"Smallest independently addressable citation reference unit in ai machine learning agents knowledge and retrieval, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,
AXM-19-AI-ML-AGENTS-A-034-evaluation-score,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,evaluation score,"Smallest independently addressable evaluation score unit in ai machine learning agents knowledge and retrieval, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,
AXM-19-AI-ML-AGENTS-A-035-policy-outcome,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,policy outcome,"Smallest independently addressable policy outcome unit in ai machine learning agents knowledge and retrieval, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,
AXM-19-AI-ML-AGENTS-A-036-random-seed,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,random seed,"Smallest independently addressable random seed unit in ai machine learning agents knowledge and retrieval, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,
AXM-19-AI-ML-AGENTS-A-037-context-window-position,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,context-window position,"Smallest independently addressable context-window position unit in ai machine learning agents knowledge and retrieval, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,
AXM-19-AI-ML-AGENTS-A-038-sampling-temperature,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,sampling temperature,"Smallest independently addressable sampling temperature unit in ai machine learning agents knowledge and retrieval, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,
AXM-19-AI-ML-AGENTS-A-039-top-p-value,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,top-p value,"Smallest independently addressable top-p value unit in ai machine learning agents knowledge and retrieval, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,
AXM-19-AI-ML-AGENTS-A-040-stop-token,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,stop token,"Smallest independently addressable stop token unit in ai machine learning agents knowledge and retrieval, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,
AXM-19-AI-ML-AGENTS-A-041-reason-code,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,reason code,"Smallest independently addressable reason code unit in ai machine learning agents knowledge and retrieval, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,
AXM-19-AI-ML-AGENTS-A-042-confidence-score,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,confidence score,"Smallest independently addressable confidence score unit in ai machine learning agents knowledge and retrieval, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,
AXM-20-TESTING-OBSERVABILITY-A-001-test-identifier,20-testing-observability,Testing verification benchmarking observability and incidents,test identifier,"Smallest independently addressable test identifier unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,
AXM-20-TESTING-OBSERVABILITY-A-002-assertion,20-testing-observability,Testing verification benchmarking observability and incidents,assertion,"Smallest independently addressable assertion unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,
AXM-20-TESTING-OBSERVABILITY-A-003-expected-value,20-testing-observability,Testing verification benchmarking observability and incidents,expected value,"Smallest independently addressable expected value unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,
AXM-20-TESTING-OBSERVABILITY-A-004-actual-value,20-testing-observability,Testing verification benchmarking observability and incidents,actual value,"Smallest independently addressable actual value unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,
AXM-20-TESTING-OBSERVABILITY-A-005-fixture-parameter,20-testing-observability,Testing verification benchmarking observability and incidents,fixture parameter,"Smallest independently addressable fixture parameter unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,
AXM-20-TESTING-OBSERVABILITY-A-006-case-parameter,20-testing-observability,Testing verification benchmarking observability and incidents,case parameter,"Smallest independently addressable case parameter unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,
AXM-20-TESTING-OBSERVABILITY-A-007-tolerance,20-testing-observability,Testing verification benchmarking observability and incidents,tolerance,"Smallest independently addressable tolerance unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,
AXM-20-TESTING-OBSERVABILITY-A-008-timeout,20-testing-observability,Testing verification benchmarking observability and incidents,timeout,"Smallest independently addressable timeout unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,
AXM-20-TESTING-OBSERVABILITY-A-009-pass-state,20-testing-observability,Testing verification benchmarking observability and incidents,pass state,"Smallest independently addressable pass state unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,
AXM-20-TESTING-OBSERVABILITY-A-010-failure-state,20-testing-observability,Testing verification benchmarking observability and incidents,failure state,"Smallest independently addressable failure state unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,
AXM-20-TESTING-OBSERVABILITY-A-011-skip-state,20-testing-observability,Testing verification benchmarking observability and incidents,skip state,"Smallest independently addressable skip state unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,
AXM-20-TESTING-OBSERVABILITY-A-012-error-code,20-testing-observability,Testing verification benchmarking observability and incidents,error code,"Smallest independently addressable error code unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,
AXM-20-TESTING-OBSERVABILITY-A-013-severity,20-testing-observability,Testing verification benchmarking observability and incidents,severity,"Smallest independently addressable severity unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,
AXM-20-TESTING-OBSERVABILITY-A-014-log-record-field,20-testing-observability,Testing verification benchmarking observability and incidents,log-record field,"Smallest independently addressable log-record field unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,
AXM-20-TESTING-OBSERVABILITY-A-015-trace-identifier,20-testing-observability,Testing verification benchmarking observability and incidents,trace identifier,"Smallest independently addressable trace identifier unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,
AXM-20-TESTING-OBSERVABILITY-A-016-span-identifier,20-testing-observability,Testing verification benchmarking observability and incidents,span identifier,"Smallest independently addressable span identifier unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,
AXM-20-TESTING-OBSERVABILITY-A-017-parent-span-identifier,20-testing-observability,Testing verification benchmarking observability and incidents,parent-span identifier,"Smallest independently addressable parent-span identifier unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,
AXM-20-TESTING-OBSERVABILITY-A-018-span-event,20-testing-observability,Testing verification benchmarking observability and incidents,span event,"Smallest independently addressable span event unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,
AXM-20-TESTING-OBSERVABILITY-A-019-span-attribute,20-testing-observability,Testing verification benchmarking observability and incidents,span attribute,"Smallest independently addressable span attribute unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,
AXM-20-TESTING-OBSERVABILITY-A-020-metric-point,20-testing-observability,Testing verification benchmarking observability and incidents,metric point,"Smallest independently addressable metric point unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,
AXM-20-TESTING-OBSERVABILITY-A-021-metric-label,20-testing-observability,Testing verification benchmarking observability and incidents,metric label,"Smallest independently addressable metric label unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,
AXM-20-TESTING-OBSERVABILITY-A-022-counter-value,20-testing-observability,Testing verification benchmarking observability and incidents,counter value,"Smallest independently addressable counter value unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,
AXM-20-TESTING-OBSERVABILITY-A-023-gauge-value,20-testing-observability,Testing verification benchmarking observability and incidents,gauge value,"Smallest independently addressable gauge value unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,
AXM-20-TESTING-OBSERVABILITY-A-024-histogram-bucket,20-testing-observability,Testing verification benchmarking observability and incidents,histogram bucket,"Smallest independently addressable histogram bucket unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,
AXM-20-TESTING-OBSERVABILITY-A-025-profile-sample,20-testing-observability,Testing verification benchmarking observability and incidents,profile sample,"Smallest independently addressable profile sample unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,
AXM-20-TESTING-OBSERVABILITY-A-026-baggage-item,20-testing-observability,Testing verification benchmarking observability and incidents,baggage item,"Smallest independently addressable baggage item unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,
AXM-20-TESTING-OBSERVABILITY-A-027-coverage-location,20-testing-observability,Testing verification benchmarking observability and incidents,coverage location,"Smallest independently addressable coverage location unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,
AXM-20-TESTING-OBSERVABILITY-A-028-mutation-identifier,20-testing-observability,Testing verification benchmarking observability and incidents,mutation identifier,"Smallest independently addressable mutation identifier unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,
AXM-20-TESTING-OBSERVABILITY-A-029-benchmark-value,20-testing-observability,Testing verification benchmarking observability and incidents,benchmark value,"Smallest independently addressable benchmark value unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,
AXM-20-TESTING-OBSERVABILITY-A-030-incident-timestamp,20-testing-observability,Testing verification benchmarking observability and incidents,incident timestamp,"Smallest independently addressable incident timestamp unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,
AXM-20-TESTING-OBSERVABILITY-A-031-reproduction-seed,20-testing-observability,Testing verification benchmarking observability and incidents,reproduction seed,"Smallest independently addressable reproduction seed unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,
AXM-20-TESTING-OBSERVABILITY-A-032-failure-signature,20-testing-observability,Testing verification benchmarking observability and incidents,failure signature,"Smallest independently addressable failure signature unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,
AXM-20-TESTING-OBSERVABILITY-A-033-performance-budget,20-testing-observability,Testing verification benchmarking observability and incidents,performance budget,"Smallest independently addressable performance budget unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,
AXM-20-TESTING-OBSERVABILITY-A-034-availability-value,20-testing-observability,Testing verification benchmarking observability and incidents,availability value,"Smallest independently addressable availability value unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,
AXM-20-TESTING-OBSERVABILITY-A-035-latency-value,20-testing-observability,Testing verification benchmarking observability and incidents,latency value,"Smallest independently addressable latency value unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,
AXM-20-TESTING-OBSERVABILITY-A-036-throughput-value,20-testing-observability,Testing verification benchmarking observability and incidents,throughput value,"Smallest independently addressable throughput value unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,
AXM-21-SECURITY-INTEGRITY-A-001-principal-identifier,21-security-integrity,Security identity authorization privacy and integrity,principal identifier,"Smallest independently addressable principal identifier unit in security identity authorization privacy and integrity, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JWT;SRC-OAUTH;SRC-SLSA;SRC-SPDX;SRC-CYCLONEDX,
AXM-21-SECURITY-INTEGRITY-A-002-subject-identifier,21-security-integrity,Security identity authorization privacy and integrity,subject identifier,"Smallest independently addressable subject identifier unit in security identity authorization privacy and integrity, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JWT;SRC-OAUTH;SRC-SLSA;SRC-SPDX;SRC-CYCLONEDX,
AXM-21-SECURITY-INTEGRITY-A-003-issuer-identifier,21-security-integrity,Security identity authorization privacy and integrity,issuer identifier,"Smallest independently addressable issuer identifier unit in security identity authorization privacy and integrity, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JWT;SRC-OAUTH;SRC-SLSA;SRC-SPDX;SRC-CYCLONEDX,
AXM-21-SECURITY-INTEGRITY-A-004-audience,21-security-integrity,Security identity authorization privacy and integrity,audience,"Smallest independently addressable audience unit in security identity authorization privacy and integrity, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JWT;SRC-OAUTH;SRC-SLSA;SRC-SPDX;SRC-CYCLONEDX,
AXM-21-SECURITY-INTEGRITY-A-005-claim,21-security-integrity,Security identity authorization privacy and integrity,claim,"Smallest independently addressable claim unit in security identity authorization privacy and integrity, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JWT;SRC-OAUTH;SRC-SLSA;SRC-SPDX;SRC-CYCLONEDX,
AXM-21-SECURITY-INTEGRITY-A-006-scope,21-security-integrity,Security identity authorization privacy and integrity,scope,"Smallest independently addressable scope unit in security identity authorization privacy and integrity, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JWT;SRC-OAUTH;SRC-SLSA;SRC-SPDX;SRC-CYCLONEDX,
AXM-21-SECURITY-INTEGRITY-A-007-permission,21-security-integrity,Security identity authorization privacy and integrity,permission,"Smallest independently addressable permission unit in security identity authorization privacy and integrity, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JWT;SRC-OAUTH;SRC-SLSA;SRC-SPDX;SRC-CYCLONEDX,
AXM-21-SECURITY-INTEGRITY-A-008-role,21-security-integrity,Security identity authorization privacy and integrity,role,"Smallest independently addressable role unit in security identity authorization privacy and integrity, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JWT;SRC-OAUTH;SRC-SLSA;SRC-SPDX;SRC-CYCLONEDX,
AXM-21-SECURITY-INTEGRITY-A-009-capability,21-security-integrity,Security identity authorization privacy and integrity,capability,"Smallest independently addressable capability unit in security identity authorization privacy and integrity, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JWT;SRC-OAUTH;SRC-SLSA;SRC-SPDX;SRC-CYCLONEDX,
AXM-21-SECURITY-INTEGRITY-A-010-policy-effect,21-security-integrity,Security identity authorization privacy and integrity,policy effect,"Smallest independently addressable policy effect unit in security identity authorization privacy and integrity, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JWT;SRC-OAUTH;SRC-SLSA;SRC-SPDX;SRC-CYCLONEDX,
AXM-21-SECURITY-INTEGRITY-A-011-policy-condition,21-security-integrity,Security identity authorization privacy and integrity,policy condition,"Smallest independently addressable policy condition unit in security identity authorization privacy and integrity, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JWT;SRC-OAUTH;SRC-SLSA;SRC-SPDX;SRC-CYCLONEDX,
AXM-21-SECURITY-INTEGRITY-A-012-key-identifier,21-security-integrity,Security identity authorization privacy and integrity,key identifier,"Smallest independently addressable key identifier unit in security identity authorization privacy and integrity, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JWT;SRC-OAUTH;SRC-SLSA;SRC-SPDX;SRC-CYCLONEDX,
AXM-21-SECURITY-INTEGRITY-A-013-cryptographic-key-reference,21-security-integrity,Security identity authorization privacy and integrity,cryptographic-key reference,"Smallest independently addressable cryptographic-key reference unit in security identity authorization privacy and integrity, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JWT;SRC-OAUTH;SRC-SLSA;SRC-SPDX;SRC-CYCLONEDX,
AXM-21-SECURITY-INTEGRITY-A-014-nonce,21-security-integrity,Security identity authorization privacy and integrity,nonce,"Smallest independently addressable nonce unit in security identity authorization privacy and integrity, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JWT;SRC-OAUTH;SRC-SLSA;SRC-SPDX;SRC-CYCLONEDX,
AXM-21-SECURITY-INTEGRITY-A-015-salt,21-security-integrity,Security identity authorization privacy and integrity,salt,"Smallest independently addressable salt unit in security identity authorization privacy and integrity, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JWT;SRC-OAUTH;SRC-SLSA;SRC-SPDX;SRC-CYCLONEDX,
AXM-21-SECURITY-INTEGRITY-A-016-initialization-vector,21-security-integrity,Security identity authorization privacy and integrity,initialization vector,"Smallest independently addressable initialization vector unit in security identity authorization privacy and integrity, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",cross-standard,candidate,research-seed,SRC-JWT;SRC-OAUTH;SRC-SLSA;SRC-SPDX;SRC-CYCLONEDX,
