id,level,domain_code,domain,name,definition,source_keys,source_basis,registry_status,maturity,extension_allowed,notes
AXM-19-AI-ML-AGENTS-C-026-retrieved-context,component,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,retrieved context,"Reusable retrieved context assembly in ai machine learning agents knowledge and retrieval, with a bounded role and an interface that can be tested independently.",SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,cross-standard,candidate,research-seed,True,
AXM-19-AI-ML-AGENTS-C-027-knowledge-graph,component,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,knowledge graph,"Reusable knowledge graph assembly in ai machine learning agents knowledge and retrieval, with a bounded role and an interface that can be tested independently.",SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,cross-standard,candidate,research-seed,True,
AXM-19-AI-ML-AGENTS-C-028-evaluator,component,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,evaluator,"Reusable evaluator assembly in ai machine learning agents knowledge and retrieval, with a bounded role and an interface that can be tested independently.",SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,cross-standard,candidate,research-seed,True,
AXM-19-AI-ML-AGENTS-C-029-benchmark-task,component,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,benchmark task,"Reusable benchmark task assembly in ai machine learning agents knowledge and retrieval, with a bounded role and an interface that can be tested independently.",SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,cross-standard,candidate,research-seed,True,
AXM-19-AI-ML-AGENTS-C-030-guardrail-policy,component,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,guardrail policy,"Reusable guardrail policy assembly in ai machine learning agents knowledge and retrieval, with a bounded role and an interface that can be tested independently.",SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,cross-standard,candidate,research-seed,True,
AXM-19-AI-ML-AGENTS-C-031-model-card,component,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,model card,"Reusable model card assembly in ai machine learning agents knowledge and retrieval, with a bounded role and an interface that can be tested independently.",SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,cross-standard,candidate,research-seed,True,
AXM-19-AI-ML-AGENTS-C-032-inference-request,component,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,inference request,"Reusable inference request assembly in ai machine learning agents knowledge and retrieval, with a bounded role and an interface that can be tested independently.",SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,cross-standard,candidate,research-seed,True,
AXM-19-AI-ML-AGENTS-C-033-inference-response,component,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,inference response,"Reusable inference response assembly in ai machine learning agents knowledge and retrieval, with a bounded role and an interface that can be tested independently.",SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,cross-standard,candidate,research-seed,True,
AXM-19-AI-ML-AGENTS-C-034-context-bundle,component,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,context bundle,"Reusable context bundle assembly in ai machine learning agents knowledge and retrieval, with a bounded role and an interface that can be tested independently.",SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,cross-standard,candidate,research-seed,True,
AXM-19-AI-ML-AGENTS-C-035-specialist-profile,component,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,specialist profile,"Reusable specialist profile assembly in ai machine learning agents knowledge and retrieval, with a bounded role and an interface that can be tested independently.",SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,cross-standard,candidate,research-seed,True,
AXM-19-AI-ML-AGENTS-C-036-capability-profile,component,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,capability profile,"Reusable capability profile assembly in ai machine learning agents knowledge and retrieval, with a bounded role and an interface that can be tested independently.",SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,cross-standard,candidate,research-seed,True,
AXM-19-AI-ML-AGENTS-O-001-tokenizer,organ,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,tokenizer,"Functional subsystem for tokenizer in ai machine learning agents knowledge and retrieval; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,cross-standard,candidate,research-seed,True,
AXM-19-AI-ML-AGENTS-O-002-dataset-ingestion-organ,organ,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,dataset-ingestion organ,"Functional subsystem for dataset-ingestion organ in ai machine learning agents knowledge and retrieval; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,cross-standard,candidate,research-seed,True,
AXM-19-AI-ML-AGENTS-O-003-feature-engine,organ,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,feature engine,"Functional subsystem for feature engine in ai machine learning agents knowledge and retrieval; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,cross-standard,candidate,research-seed,True,
AXM-19-AI-ML-AGENTS-O-004-trainer,organ,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,trainer,"Functional subsystem for trainer in ai machine learning agents knowledge and retrieval; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,cross-standard,candidate,research-seed,True,
AXM-19-AI-ML-AGENTS-O-005-fine-tuning-organ,organ,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,fine-tuning organ,"Functional subsystem for fine-tuning organ in ai machine learning agents knowledge and retrieval; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,cross-standard,candidate,research-seed,True,
AXM-19-AI-ML-AGENTS-O-006-inference-runtime,organ,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,inference runtime,"Functional subsystem for inference runtime in ai machine learning agents knowledge and retrieval; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,cross-standard,candidate,research-seed,True,
AXM-19-AI-ML-AGENTS-O-007-model-converter,organ,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,model converter,"Functional subsystem for model converter in ai machine learning agents knowledge and retrieval; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,cross-standard,candidate,research-seed,True,
AXM-19-AI-ML-AGENTS-O-008-quantizer,organ,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,quantizer,"Functional subsystem for quantizer in ai machine learning agents knowledge and retrieval; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,cross-standard,candidate,research-seed,True,
AXM-19-AI-ML-AGENTS-O-009-embedding-engine,organ,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,embedding engine,"Functional subsystem for embedding engine in ai machine learning agents knowledge and retrieval; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,cross-standard,candidate,research-seed,True,
AXM-19-AI-ML-AGENTS-O-010-vector-retrieval-organ,organ,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,vector-retrieval organ,"Functional subsystem for vector-retrieval organ in ai machine learning agents knowledge and retrieval; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,cross-standard,candidate,research-seed,True,
AXM-19-AI-ML-AGENTS-O-011-knowledge-graph-organ,organ,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,knowledge-graph organ,"Functional subsystem for knowledge-graph organ in ai machine learning agents knowledge and retrieval; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,cross-standard,candidate,research-seed,True,
AXM-19-AI-ML-AGENTS-O-012-prompt-compiler,organ,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,prompt compiler,"Functional subsystem for prompt compiler in ai machine learning agents knowledge and retrieval; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,cross-standard,candidate,research-seed,True,
AXM-19-AI-ML-AGENTS-O-013-agent-router,organ,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,agent router,"Functional subsystem for agent router in ai machine learning agents knowledge and retrieval; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,cross-standard,candidate,research-seed,True,
AXM-19-AI-ML-AGENTS-O-014-tool-gateway,organ,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,tool gateway,"Functional subsystem for tool gateway in ai machine learning agents knowledge and retrieval; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,cross-standard,candidate,research-seed,True,
AXM-19-AI-ML-AGENTS-O-015-memory-manager,organ,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,memory manager,"Functional subsystem for memory manager in ai machine learning agents knowledge and retrieval; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,cross-standard,candidate,research-seed,True,
AXM-19-AI-ML-AGENTS-O-016-context-assembler,organ,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,context assembler,"Functional subsystem for context assembler in ai machine learning agents knowledge and retrieval; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,cross-standard,candidate,research-seed,True,
AXM-19-AI-ML-AGENTS-O-017-evaluator,organ,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,evaluator,"Functional subsystem for evaluator in ai machine learning agents knowledge and retrieval; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,cross-standard,candidate,research-seed,True,
AXM-19-AI-ML-AGENTS-O-018-benchmark-runner,organ,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,benchmark runner,"Functional subsystem for benchmark runner in ai machine learning agents knowledge and retrieval; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,cross-standard,candidate,research-seed,True,
AXM-19-AI-ML-AGENTS-O-019-safety-and-policy-gate,organ,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,safety and policy gate,"Functional subsystem for safety and policy gate in ai machine learning agents knowledge and retrieval; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,cross-standard,candidate,research-seed,True,
AXM-19-AI-ML-AGENTS-O-020-model-provenance-organ,organ,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,model-provenance organ,"Functional subsystem for model-provenance organ in ai machine learning agents knowledge and retrieval; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,cross-standard,candidate,research-seed,True,
AXM-19-AI-ML-AGENTS-O-021-specialist-summoner,organ,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,specialist summoner,"Functional subsystem for specialist summoner in ai machine learning agents knowledge and retrieval; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,cross-standard,candidate,research-seed,True,
AXM-19-AI-ML-AGENTS-O-022-reasoning-stabilizer,organ,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,reasoning stabilizer,"Functional subsystem for reasoning stabilizer in ai machine learning agents knowledge and retrieval; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,cross-standard,candidate,research-seed,True,
AXM-19-AI-ML-AGENTS-O-023-model-serving-organ,organ,19-ai-ml-agents,AI machine learning agents knowledge and retrieval,model-serving organ,"Functional subsystem for model-serving organ in ai machine learning agents knowledge and retrieval; orchestrates lower-level components, applies policy and emits results plus evidence.",SRC-ONNX;SRC-CROISSANT;SRC-OPENML;SRC-TOKENIZERS;SRC-MCP;SRC-RDF,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-A-001-test-identifier,atom,20-testing-observability,Testing verification benchmarking observability and incidents,test identifier,"Smallest independently addressable test identifier unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-A-002-assertion,atom,20-testing-observability,Testing verification benchmarking observability and incidents,assertion,"Smallest independently addressable assertion unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-A-003-expected-value,atom,20-testing-observability,Testing verification benchmarking observability and incidents,expected value,"Smallest independently addressable expected value unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-A-004-actual-value,atom,20-testing-observability,Testing verification benchmarking observability and incidents,actual value,"Smallest independently addressable actual value unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-A-005-fixture-parameter,atom,20-testing-observability,Testing verification benchmarking observability and incidents,fixture parameter,"Smallest independently addressable fixture parameter unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-A-006-case-parameter,atom,20-testing-observability,Testing verification benchmarking observability and incidents,case parameter,"Smallest independently addressable case parameter unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-A-007-tolerance,atom,20-testing-observability,Testing verification benchmarking observability and incidents,tolerance,"Smallest independently addressable tolerance unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-A-008-timeout,atom,20-testing-observability,Testing verification benchmarking observability and incidents,timeout,"Smallest independently addressable timeout unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-A-009-pass-state,atom,20-testing-observability,Testing verification benchmarking observability and incidents,pass state,"Smallest independently addressable pass state unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-A-010-failure-state,atom,20-testing-observability,Testing verification benchmarking observability and incidents,failure state,"Smallest independently addressable failure state unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-A-011-skip-state,atom,20-testing-observability,Testing verification benchmarking observability and incidents,skip state,"Smallest independently addressable skip state unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-A-012-error-code,atom,20-testing-observability,Testing verification benchmarking observability and incidents,error code,"Smallest independently addressable error code unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-A-013-severity,atom,20-testing-observability,Testing verification benchmarking observability and incidents,severity,"Smallest independently addressable severity unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-A-014-log-record-field,atom,20-testing-observability,Testing verification benchmarking observability and incidents,log-record field,"Smallest independently addressable log-record field unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-A-015-trace-identifier,atom,20-testing-observability,Testing verification benchmarking observability and incidents,trace identifier,"Smallest independently addressable trace identifier unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-A-016-span-identifier,atom,20-testing-observability,Testing verification benchmarking observability and incidents,span identifier,"Smallest independently addressable span identifier unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-A-017-parent-span-identifier,atom,20-testing-observability,Testing verification benchmarking observability and incidents,parent-span identifier,"Smallest independently addressable parent-span identifier unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-A-018-span-event,atom,20-testing-observability,Testing verification benchmarking observability and incidents,span event,"Smallest independently addressable span event unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-A-019-span-attribute,atom,20-testing-observability,Testing verification benchmarking observability and incidents,span attribute,"Smallest independently addressable span attribute unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-A-020-metric-point,atom,20-testing-observability,Testing verification benchmarking observability and incidents,metric point,"Smallest independently addressable metric point unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-A-021-metric-label,atom,20-testing-observability,Testing verification benchmarking observability and incidents,metric label,"Smallest independently addressable metric label unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-A-022-counter-value,atom,20-testing-observability,Testing verification benchmarking observability and incidents,counter value,"Smallest independently addressable counter value unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-A-023-gauge-value,atom,20-testing-observability,Testing verification benchmarking observability and incidents,gauge value,"Smallest independently addressable gauge value unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-A-024-histogram-bucket,atom,20-testing-observability,Testing verification benchmarking observability and incidents,histogram bucket,"Smallest independently addressable histogram bucket unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-A-025-profile-sample,atom,20-testing-observability,Testing verification benchmarking observability and incidents,profile sample,"Smallest independently addressable profile sample unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-A-026-baggage-item,atom,20-testing-observability,Testing verification benchmarking observability and incidents,baggage item,"Smallest independently addressable baggage item unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-A-027-coverage-location,atom,20-testing-observability,Testing verification benchmarking observability and incidents,coverage location,"Smallest independently addressable coverage location unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-A-028-mutation-identifier,atom,20-testing-observability,Testing verification benchmarking observability and incidents,mutation identifier,"Smallest independently addressable mutation identifier unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-A-029-benchmark-value,atom,20-testing-observability,Testing verification benchmarking observability and incidents,benchmark value,"Smallest independently addressable benchmark value unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-A-030-incident-timestamp,atom,20-testing-observability,Testing verification benchmarking observability and incidents,incident timestamp,"Smallest independently addressable incident timestamp unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-A-031-reproduction-seed,atom,20-testing-observability,Testing verification benchmarking observability and incidents,reproduction seed,"Smallest independently addressable reproduction seed unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-A-032-failure-signature,atom,20-testing-observability,Testing verification benchmarking observability and incidents,failure signature,"Smallest independently addressable failure signature unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-A-033-performance-budget,atom,20-testing-observability,Testing verification benchmarking observability and incidents,performance budget,"Smallest independently addressable performance budget unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-A-034-availability-value,atom,20-testing-observability,Testing verification benchmarking observability and incidents,availability value,"Smallest independently addressable availability value unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
AXM-20-TESTING-OBSERVABILITY-A-035-latency-value,atom,20-testing-observability,Testing verification benchmarking observability and incidents,latency value,"Smallest independently addressable latency value unit in testing verification benchmarking observability and incidents, intended to be typed, referenced, transformed or validated without requiring a whole finished asset.",SRC-PYTEST;SRC-OTEL;SRC-CYCLONEDX;SRC-SLSA;SRC-JSONSCHEMA,cross-standard,candidate,research-seed,True,
